"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"4120","Hitman: HD Trilogy","PS3","2013","Action","Square Enix",0.07,0.09,0,0.04,0.21,71,20,760,46,"Io Interactive","M"
"4121","J Stars Victory Vs.","PSV","2014","Fighting","Namco Bandai Games",0,0.03,0.17,0.01,0.21,74,5,790,29,"Bandai Namco Games","T"
"4122","de Blob 2","PS3","2011","Platform","THQ",0.11,0.07,0,0.03,0.21,74,50,710,34,"Blue Tongue Entertainment","E10+"
"4123","ESPN Winter X Games: Snowboarding 2002","PS2","2000","Sports","Konami Digital Entertainment",0.1,0.08,0,0.03,0.21,64,14,790,8,"Konami","T"
"4124","Final Fantasy Fables: Chocobo's Dungeon","Wii","2007","Role-Playing","Square Enix",0.09,0,0.11,0.01,0.21,76,34,800,20,"h.a.n.d. Inc.","E10+"
"4125","Project: Snowblind","PS2","2005","Action","Eidos Interactive",0.1,0.08,0,0.03,0.21,78,54,830,23,"Crystal Dynamics","T"
"4126","Prison Break: The Conspiracy","X360","2010","Action","Deep Silver",0.07,0.11,0,0.02,0.21,40,37,470,19,"ZootFly","T"
"4127","You Don't Know Jack","Wii","2011","Misc","THQ",0.19,0,0,0.01,0.21,81,5,770,6,"Jellyvision, Iron Galaxy Studios","T"
"4128","Mortal Kombat: Special Forces","PS","2000","Fighting","Midway Games",0.12,0.08,0,0.01,0.21,28,7,240,17,"Midway","M"
"4129","Mega Man Legacy Collection","3DS","2016","Platform","Capcom",0.14,0,0.05,0.02,0.21,77,27,710,26,"Digital Eclipse","E"
"4130","The Last Airbender","Wii","2010","Action","THQ",0.12,0.07,0,0.02,0.21,53,4,660,5,"THQ","T"
"4131","NCAA March Madness 07","X360","2007","Sports","Electronic Arts",0.19,0,0,0.02,0.21,67,33,710,15,"EA Canada","E"
"4132","StokEd","X360","2009","Sports","Zushi Games",0.18,0.01,0,0.01,0.21,68,34,860,19,"Bongfish","T"
"4133","Evil Dead: Regeneration","PS2","2005","Action","THQ",0.1,0.08,0,0.03,0.21,68,26,850,8,"Cranky Pants Games","M"
"4134","Defiance","PC","2013","Shooter","Trion Worlds",0.14,0.04,0,0.02,0.21,64,40,650,661,"Trion Worlds","M"
"4135","NHL 2003","XB","2002","Sports","Electronic Arts",0.15,0.04,0,0.01,0.21,80,12,790,12,"EA Sports","E"
"4136","Tiger Woods PGA Tour","PSP","2005","Sports","Electronic Arts",0.19,0,0,0.02,0.21,78,25,740,14,"EA Canada","E"
"4137","NHL 2K3","PS2","2002","Sports","Sega",0.1,0.08,0,0.03,0.21,89,25,780,17,"Treyarch","E"
"4138","You Don't Know Jack","X360","2011","Misc","THQ",0.19,0,0,0.01,0.21,82,23,790,29,"Jellyvision, Iron Galaxy Studios","T"
"4139","Final Fight One","GBA","2001","Fighting","Ubisoft",0.09,0.03,0.08,0,0.21,82,16,780,8,"Sun-Tec","E"
"4140","Tony Hawk's Pro Skater 5","PS4","2015","Sports","Activision",0.09,0.08,0,0.03,0.21,32,43,150,427,"Robomodo","T"
"4141","MLB 10: The Show","PSP","2010","Sports","Sony Computer Entertainment",0.19,0,0,0.02,0.21,79,11,660,8,"SCEA","E"
"4142","Gallop Racer 2003: A New Breed","PS2","2002","Sports","Zoo Digital Publishing",0.04,0.03,0.12,0.01,0.21,68,16,850,15,"Tecmo","E"
"4143","Frogger 3D","3DS","2011","Action","Konami Digital Entertainment",0.16,0.03,0,0.01,0.21,54,11,550,8,"Alpha Unit","E"
"4144","Blue Dragon Plus","DS","2008","Role-Playing","Ignition Entertainment",0.12,0.03,0.05,0.01,0.21,69,46,650,15,"Brownie Brown","E"
"4145","BeyBlade VForce: Super Tournament Battle","GC","2002","Action","Atari",0.16,0.04,0,0.01,0.21,33,6,750,18,"Takara","E"
"4146","Dead to Rights: Retribution","X360","2010","Shooter","Namco Bandai Games",0.11,0.08,0,0.02,0.21,61,64,700,34,"Volatile Games","M"
"4147","Dragon Ball Z: Sagas","GC","2005","Fighting","Atari",0.16,0.04,0,0.01,0.21,48,11,660,11,"Avalanche Software","T"
"4148","X2: Wolverine's Revenge","XB","2003","Platform","Activision",0.15,0.04,0,0.01,0.21,58,27,640,9,"GenePool","T"
"4149","Power Rangers: Wild Force","GBA","2002","Action","THQ",0.15,0.05,0,0,0.21,55,4,690,8,"Natsume","E"
"4150","Tenchu: Shadow Assassins","Wii","2008","Action","Ubisoft",0.15,0.01,0.03,0.01,0.21,70,35,780,24,"Acquire","M"
"4151","Lost Planet 3","PS3","2013","Shooter","Capcom",0.07,0.05,0.06,0.02,0.21,61,30,550,102,"Spark Unlimited","T"
"4152","Beyblade G-Revolution","GBA","2004","Action","Atari",0.15,0.05,0,0,0.2,40,5,780,5,"Full Fat","E"
"4153","Capcom Fighting Evolution","PS2","2004","Fighting","Capcom",0.1,0.08,0,0.03,0.2,57,33,480,5,"Capcom","T"
"4154","Assassin's Creed The Ezio Collection","PS4","2016","Action","Ubisoft",0.04,0.13,0,0.03,0.2,72,32,740,49,"Ubisoft Montreal","M"
"4155","God of War Collection","PSV","2014","Action","Sony Computer Entertainment",0.08,0.06,0.01,0.05,0.2,73,28,740,133,"Sanzaru Games, Sanzaru Games, Inc.","M"
"4156","Anarchy Reigns","PS3","2012","Action","Sega",0.1,0.03,0.06,0.02,0.2,71,35,820,106,"PlatinumGames","M"
"4157","Mobile Suit Gundam: Crossfire","PS3","2006","Simulation","Namco Bandai Games",0.06,0,0.14,0.01,0.2,33,31,510,47,"Bec","T"
"4158","Suikoden Tactics","PS2","2005","Strategy","Konami Digital Entertainment",0.06,0.05,0.07,0.02,0.2,68,31,860,17,"Konami","T"
"4159","NCAA March Madness 06","XB","2005","Sports","Electronic Arts",0.15,0.04,0,0.01,0.2,76,21,720,5,"EA Canada","E"
"4160","Sniper: Ghost Warrior 2","X360","2013","Shooter","City Interactive",0.06,0.12,0,0.02,0.2,52,33,570,110,"City Interactive","M"
"4161","EVE Online","PC","2003","Role-Playing","CCP",0,0.19,0,0.01,0.2,69,22,750,280,"CCP","T"
"4162","Phantasy Star Online","DC","2000","Role-Playing","Sega",0,0,0.2,0,0.2,89,21,910,33,"Sonic Team","T"
"4163","Crazy Taxi 3: High Roller","XB","2002","Racing","Sega",0.14,0.04,0.02,0.01,0.2,69,33,850,13,"Hitmaker","T"
"4164","Midnight Club 3: DUB Edition Remix","XB","2006","Racing","Take-Two Interactive",0.15,0.04,0,0.01,0.2,87,16,530,18,"Rockstar San Diego","E10+"
"4165","Thrillville","PSP","2006","Strategy","Atari",0.18,0,0,0.02,0.2,72,13,280,39,"Frontier Developments","E10+"
"4166","Warhammer 40,000: Space Marine","PC","2011","Shooter","THQ",0.09,0.09,0,0.03,0.2,74,34,740,596,"Relic","M"
"4167","The King of Fighters Collection: The Orochi Saga","PS2","2006","Fighting","Ignition Entertainment",0.1,0.08,0,0.03,0.2,67,14,850,4,"Terminal Reality","T"
"4168","Disney's Planes","WiiU","2013","Simulation","Disney Interactive Studios",0.14,0.04,0,0.02,0.2,51,10,530,9,"Behaviour Interactive","E"
"4169","MLB SlugFest 20-03","XB","2002","Sports","Midway Games",0.15,0.04,0,0.01,0.2,79,9,780,5,"Gratuitous Games","E"
"4170","The Con","PSP","2005","Fighting","Sony Computer Entertainment",0.18,0,0,0.02,0.2,63,37,730,16,"SCEA, Think and Feel","T"
"4171","Pitfall: The Lost Expedition","PS2","2004","Platform","Activision",0.1,0.08,0,0.03,0.2,70,34,890,12,"Edge of Reality","E"
"4172","Need for Speed Carbon: Own the City","DS","2006","Racing","Electronic Arts",0.17,0.01,0,0.02,0.2,70,6,750,15,"Exient Entertainment","E"
"4173","Enchanted Arms","PS3","2007","Role-Playing","Ubisoft",0.17,0.01,0,0.02,0.2,64,23,590,40,"From Software","T"
"4174","Le Mans 24 Hours","PS2","2001","Racing","Infogrames",0.09,0.07,0.02,0.02,0.2,75,19,760,9,"Atari","E"
"4175","The Witch and the Hundred Knight","PS3","2013","Role-Playing","Nippon Ichi Software",0.07,0.02,0.1,0.02,0.2,53,44,750,80,"Nippon Ichi Software","T"
"4176","Dragon Ball Z: Harukanaru Densetsu","DS","2007","Role-Playing","Namco Bandai Games",0.19,0,0,0.02,0.2,57,16,620,10,"Bec","E"
"4177","Harvest Moon: More Friends of Mineral Town","GBA","2003","Simulation","Ubisoft",0.14,0.05,0,0,0.2,82,8,920,40,"TOSE","E"
"4178","X2: Wolverine's Revenge","GBA","2003","Platform","Activision",0.14,0.05,0,0,0.2,72,8,720,5,"Vicarious Visions","E"
"4179","NBA 2K2","XB","2002","Sports","Sega",0.15,0.04,0,0.01,0.2,90,17,760,5,"Visual Concepts","E"
"4180","Code of Princess","3DS","2012","Action","Agatsuma Entertainment",0.16,0,0.03,0.01,0.2,67,38,760,73,"Studio Saizensen","T"
"4181","Major League Baseball 2K11","PS3","2011","Sports","Take-Two Interactive",0.15,0.03,0,0.02,0.2,72,13,630,9,"Visual Concepts","E"
"4182","Dark Messiah of Might and Magic Elements","X360","2008","Role-Playing","Ubisoft",0.16,0.02,0.01,0.02,0.2,52,27,700,48,"Ubisoft Annecy","M"
"4183","Planet 51","Wii","2009","Action","Sega",0.17,0.01,0,0.02,0.2,53,6,580,4,"Pyro Studios","E"
"4184","Dead to Rights II","PS2","2005","Shooter","Electronic Arts",0.1,0.08,0,0.03,0.2,51,32,530,7,"WideScreen Games","M"
"4185","FIFA 16","PC","2015","Sports","Electronic Arts",0.06,0.13,0,0.01,0.2,81,10,440,296,"EA Sports","E"
"4186","NBA Live 14","XOne","2013","Sports","Electronic Arts",0.16,0.02,0,0.02,0.2,36,14,310,88,"EA Sports","E"
"4187","Kung Fu Rider","PS3","2010","Action","Sony Computer Entertainment",0.06,0.09,0.01,0.03,0.2,36,45,370,21,"SCE Japan Studio","E10+"
"4188","DarkStar One: Broken Alliance","X360","2010","Simulation","Kalypso Media",0.11,0.07,0,0.02,0.2,63,33,720,19,"Gaming Minds Studios","T"
"4189","Dragon Ball: Xenoverse 2","XOne","2016","Action","Namco Bandai Games",0.11,0.07,0,0.02,0.2,73,8,730,29,"Dimps Corporation","T"
"4190","Odin Sphere: Leifthrasir","PS4","2016","Role-Playing","Nippon Ichi Software",0.07,0.04,0.07,0.02,0.2,87,49,820,178,"Vanillaware","T"
"4191","Ty the Tasmanian Tiger 2: Bush Rescue","GC","2004","Platform","Electronic Arts",0.15,0.04,0,0.01,0.2,70,20,860,11,"Krome Studios","E"
"4192","Body and Brain Connection","X360","2010","Misc","Namco Bandai Games",0.1,0.08,0,0.02,0.2,57,33,480,4,"Namco Bandai Games","E"
"4193","Dragon Ball: Revenge of King Piccolo","Wii","2009","Action","Namco Bandai Games",0.12,0.03,0.03,0.02,0.2,65,25,730,15,"Media Vision","E10+"
"4194","Warriors Orochi","PSP","2008","Action","Tecmo Koei",0.02,0,0.18,0,0.2,62,13,660,10,"Omega Force, Koei Canada","T"
"4195","MVP Baseball 2003","XB","2003","Sports","Electronic Arts",0.15,0.04,0,0.01,0.2,82,18,900,9,"EA Sports","E"
"4196","Monster Jam","X360","2007","Racing","Activision",0.18,0,0,0.02,0.2,43,9,640,5,"Torus Games","E"
"4197","Infinite Space","DS","2009","Role-Playing","Sega",0.06,0.05,0.07,0.01,0.2,75,46,900,61,"PlatinumGames","T"
"4198","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","XB","2005","Action","Disney Interactive Studios",0.15,0.04,0,0.01,0.2,72,31,600,6,"Traveller's Tales","T"
"4199","NBA 07","PSP","2006","Sports","Sony Computer Entertainment",0.18,0,0,0.02,0.2,68,24,700,5,"SCEA","E"
"4200","Two Worlds II","PC","2011","Role-Playing","Unknown",0.09,0.09,0,0.02,0.2,76,31,650,315,"Reality Pump","M"
"4201","IHRA Drag Racing 2004","XB","2003","Racing","Bethesda Softworks",0.15,0.04,0,0.01,0.2,40,5,740,7,"Bethesda Softworks","E"
"4202","The Legend of Heroes: Trails of Cold Steel","PS3","2013","Role-Playing","Nippon Ichi Software",0.05,0.02,0.12,0.01,0.2,86,12,770,128,"Falcom","T"
"4203","Clive Barker's Jericho","PS3","2007","Shooter","Codemasters",0.17,0.01,0,0.02,0.2,60,34,710,52,"Mercury Steam, Alchemic Productions","M"
"4204","Tekken 3D: Prime Edition","3DS","2012","Fighting","Nintendo",0.06,0.07,0.05,0.01,0.2,64,42,590,39,"Arika","T"
"4205","Marvel: Ultimate Alliance 2","DS","2009","Role-Playing","Activision",0.16,0.03,0,0.02,0.2,65,7,670,9,"n-Space","E10+"
"4206","Front Mission Evolved","X360","2010","Shooter","Square Enix",0.1,0.07,0.02,0.02,0.2,58,52,610,24,"Double Helix Games","T"
"4207","From Russia With Love","XB","2005","Action","Electronic Arts",0.15,0.04,0,0.01,0.2,71,34,880,12,"Electronic Arts","T"
"4208","Apache: Air Assault","PS3","2010","Simulation","Activision",0.11,0.06,0,0.03,0.2,66,17,610,12,"Gaijin Entertainment","T"
"4209","Dying Light","PC","2015","Action","Warner Bros. Interactive Entertainment",0.12,0.06,0,0.02,0.2,75,40,790,1295,"Techland","M"
"4210","Grandia II","DC","2000","Role-Playing","Ubisoft",0,0,0.2,0,0.2,90,17,880,57,"Game Arts","T"
"4211","Ridge Racer 6","X360","2005","Racing","Namco Bandai Games",0.1,0.02,0.07,0.01,0.2,74,65,710,28,"Namco","E"
"4212","Teenage Mutant Ninja Turtles 3: Mutant Nightmare","PS2","2005","Action","Konami Digital Entertainment",0.1,0.08,0,0.03,0.2,53,20,700,10,"KCE Studios","E10+"
"4213","Zone of the Enders HD Collection","X360","2012","Simulation","Konami Digital Entertainment",0.14,0.03,0.01,0.02,0.2,75,21,880,20,"High Voltage Software","M"
"4214","Record of Agarest War","X360","2008","Role-Playing","Compile Heart",0.18,0,0.01,0.01,0.2,71,7,700,35,"Compile Heart","T"
"4215","Gladius","PS2","2003","Strategy","Activision",0.1,0.08,0,0.03,0.2,78,27,800,22,"LucasArts","T"
"4216","Earth Defense Force: Insect Armageddon","PS3","2011","Shooter","D3Publisher",0.06,0.04,0.08,0.02,0.2,63,28,700,24,"Vicious Cycle","T"
"4217","Dave Mirra Freestyle BMX 2","XB","2001","Sports","Acclaim Entertainment",0.15,0.04,0,0.01,0.2,76,18,820,6,"Z-Axis, Ltd.","T"
"4218","SpongeBob SquarePants: Revenge of the Flying Dutchman","GC","2002","Platform","THQ",0.15,0.04,0,0.01,0.2,66,4,830,10,"Big Sky Software","E"
"4219","Taiko Drum Master","PS2","2004","Misc","Namco Bandai Games",0.1,0.08,0,0.03,0.2,77,35,810,8,"Namco","E"
"4220","Dungeon Hunter Alliance","PSV","2012","Action","Ubisoft",0.07,0.09,0,0.03,0.2,49,34,640,61,"Ubisoft","T"
"4221","Forgotten Realms: Demon Stone","PS2","2004","Action","Atari",0.1,0.08,0,0.03,0.2,71,40,680,18,"Stormfront Studios","T"
"4222","Soldier of Fortune: Payback","X360","2007","Shooter","Activision",0.18,0,0,0.02,0.2,50,35,560,20,"Cauldron Ltd.","M"
"4223","Afro Samurai","PS3","2009","Action","Atari",0.12,0.05,0,0.03,0.2,65,52,610,27,"Namco Bandai Games America, Namco Bandai Games","M"
"4224","Silent Hill: Book of Memories","PSV","2012","Action","Konami Digital Entertainment",0.1,0.05,0,0.04,0.2,58,57,510,102,"WayForward","M"
"4225","Playboy: The Mansion","PS2","2005","Simulation","Ubisoft",0.1,0.08,0,0.03,0.2,59,33,750,18,"Cyberlore Studios","M"
"4226","Baja: Edge of Control","X360","2008","Racing","THQ",0.12,0.06,0,0.02,0.2,65,35,710,18,"2XL Games","E"
"4227","Tiger Woods PGA Tour 06","PSP","2005","Sports","Electronic Arts",0.18,0,0,0.01,0.2,80,15,790,8,"Team Fusion","E"
"4228","Bleach: The 3rd Phantom","DS","2008","Role-Playing","Sega",0.1,0.02,0.07,0.01,0.2,59,28,800,10,"Sega, Tom Create","T"
"4229","MC Groovz Dance Craze","GC","2004","Misc","Mad Catz",0.15,0.04,0,0.01,0.2,42,8,680,9,"Mad Catz","E"
"4230","The Thing","XB","2002","Adventure","Vivendi Games",0.15,0.04,0,0.01,0.2,78,21,660,14,"Computer Artworks","M"
"4231","Untold Legends: Dark Kingdom","PS3","2006","Role-Playing","Electronic Arts",0.14,0.02,0.02,0.02,0.2,58,40,720,36,"Sony Online Entertainment","T"
"4232","Plants vs. Zombies","PS3","2011","Strategy","PopCap Games",0.18,0,0,0.02,0.2,85,8,790,60,"PopCap","E10+"
"4233","Baldur's Gate: Dark Alliance","XB","2002","Role-Playing","Virgin Interactive",0.15,0.04,0,0.01,0.2,83,25,830,26,"Snowblind Studios","T"
"4234","Prince of Persia: Warrior Within","GC","2004","Action","Ubisoft",0.15,0.04,0,0.01,0.2,83,31,860,20,"Ubisoft","M"
"4235","Warriors Orochi","X360","2007","Action","Tecmo Koei",0.17,0.01,0,0.02,0.2,53,27,740,13,"Omega Force","T"
"4236","Predator: Concrete Jungle","PS2","2005","Action","Vivendi Games",0.1,0.07,0,0.03,0.2,47,14,880,76,"Eurocom Entertainment Software","M"
"4237","Arcana Heart 3","PS3","2011","Fighting","PQube",0.04,0.04,0.1,0.02,0.2,73,10,750,27,"Examu","T"
"4238","X-Men Origins: Wolverine","DS","2009","Action","Activision",0.15,0.03,0,0.02,0.2,55,8,810,8,"Griptonite Games","E10+"
"4239","Big Mutha Truckers 2","PS2","2005","Racing","Xplosiv",0.1,0.07,0,0.03,0.2,51,26,210,9,"Eutechnyx","M"
"4240","Armored Core 4","PS3","2006","Simulation","505 Games",0.09,0,0.09,0.01,0.2,65,36,680,25,"From Software","T"
"4241","Solatorobo: Red the Hunter","DS","2010","Role-Playing","Nintendo",0.08,0.04,0.07,0.01,0.2,76,40,790,23,"CyberConnect2","E10+"
"4242","NHL FaceOff 2001","PS2","2001","Sports","Sony Computer Entertainment",0.1,0.07,0,0.02,0.2,57,11,400,4,"989 Sports","E"
"4243","Mana Khemia 2: Fall of Alchemy","PS2","2008","Role-Playing","Gust",0.07,0.05,0.05,0.02,0.2,70,12,820,17,"Gust","T"
"4244","The Great Escape","PS2","2003","Action","SCi",0.1,0.07,0,0.02,0.2,57,19,800,21,"Pivotal Games","T"
"4245","Castlevania: Lords of Shadow 2","PS3","2014","Action","Konami Digital Entertainment",0.03,0.12,0.02,0.03,0.2,63,55,780,528,"Mercury Steam","M"
"4246","Big Mutha Truckers","XB","2002","Racing","Empire Interactive",0.15,0.04,0,0.01,0.19,59,12,430,9,"Eutechnyx","T"
"4247","Way of the Samurai 4","PS3","2011","Action","Nippon Ichi Software",0,0.03,0.16,0.01,0.19,58,25,650,15,"Acquire","M"
"4248","The Hobbit","GBA","2003","Platform","Vivendi Games",0.14,0.05,0,0,0.19,67,6,920,17,"Saffire","E"
"4249","The King of Fighters XI","PS2","2006","Fighting","Ignition Entertainment",0.07,0.06,0.04,0.02,0.19,75,30,850,15,"SNK Playmore","T"
"4250","Tom Clancy's Splinter Cell: Essentials","PSP","2006","Shooter","Ubisoft",0.17,0.01,0,0.02,0.19,58,37,750,39,"Ubisoft","M"
"4251","Major League Baseball 2K12","PS3","2012","Sports","Take-Two Interactive",0.18,0,0,0.02,0.19,68,8,440,5,"Visual Concepts","E"
"4252","Family Guy","PSP","2006","Action","Take-Two Interactive",0.18,0,0,0.02,0.19,51,14,630,15,"High Voltage Software","M"
"4253","Dead Space 3","PC","N/A","Action","Electronic Arts",0.02,0.16,0,0.02,0.19,78,16,600,1096,"Visceral Games","M"
"4254","Sniper Elite","PS2","2005","Shooter","Ubisoft",0.1,0.07,0,0.02,0.19,76,21,890,36,"Rebellion","M"
"4255","Harry Potter and the Goblet of Fire","PSP","2005","Action","Electronic Arts",0.17,0,0,0.02,0.19,70,13,740,16,"Electronic Arts","E10+"
"4256","Breath of Fire II","GBA","2001","Role-Playing","Ubisoft",0.14,0.05,0,0,0.19,81,16,880,16,"Capcom","E"
"4257","Test Drive Unlimited 2","PC","N/A","Racing","Atari",0.05,0.11,0,0.03,0.19,72,19,570,253,"Eden","T"
"4258","UFC Personal Trainer: The Ultimate Fitness System","PS3","2011","Sports","THQ",0.08,0.08,0,0.03,0.19,65,8,240,5,"THQ","E"
"4259","Conan","X360","2007","Action","THQ",0.16,0.02,0,0.01,0.19,69,49,730,67,"Nihilistic","M"
"4260","No More Heroes: Heroes' Paradise","PS3","2010","Action","Konami Digital Entertainment",0.1,0.04,0.04,0.02,0.19,72,38,730,38,"FeelPlus","M"
"4261","Aliens vs Predator","PC","2010","Shooter","Sega",0,0.17,0,0.02,0.19,68,35,740,985,"Rebellion","M"
"4262","Captain America: Super Soldier","PS3","2011","Action","Sega",0.1,0.06,0,0.03,0.19,61,34,730,40,"Next Level Games","T"
"4263","Manhunt","XB","2004","Action","Take-Two Interactive",0.14,0.04,0,0.01,0.19,74,37,790,19,"Rockstar North","M"
"4264","NCAA Final Four 2003","PS2","2002","Sports","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,57,16,600,4,"989 Sports","E"
"4265","Dynasty Warriors: Gundam 2","X360","2008","Action","Namco Bandai Games",0.07,0.03,0.08,0.01,0.19,49,30,700,18,"Omega Force","T"
"4266","Bound By Flame","PS4","2014","Role-Playing","Focus Home Interactive",0.08,0.09,0,0.03,0.19,53,40,590,230,"Spiders","M"
"4267","Spectrobes: Origins","Wii","2009","Role-Playing","Disney Interactive Studios",0.16,0.02,0,0.01,0.19,71,22,840,16,"Genki","E10+"
"4268","DanceMasters","X360","2010","Misc","Konami Digital Entertainment",0.15,0.02,0.02,0.01,0.19,63,30,590,7,"GCP1","E10+"
"4269","Breath of Fire: Dragon Quarter","PS2","2002","Role-Playing","Capcom",0.09,0.07,0,0.02,0.19,78,28,690,35,"Capcom","T"
"4270","Shiren the Wanderer","Wii","2008","Role-Playing","Sega",0.08,0,0.11,0.01,0.19,71,21,760,5,"ChunSoft","T"
"4271","LEGO Marvel's Avengers","3DS","2016","Action","Warner Bros. Interactive Entertainment",0.07,0.09,0.01,0.01,0.19,60,4,710,15,"TT Games","E10+"
"4272","Spore Hero Arena","DS","2009","Simulation","Electronic Arts",0.18,0,0,0.01,0.19,49,11,260,8,"Full Fat","E"
"4273","Disney's Magical Mirror Starring Mickey Mouse","GC","2002","Adventure","Nintendo",0.15,0.04,0,0.01,0.19,50,9,890,10,"Capcom","E"
"4274","Enchanted Arms","X360","2006","Role-Playing","Ubisoft",0.16,0.02,0,0.02,0.19,69,54,690,60,"From Software","T"
"4275","Conflict: Denied Ops","X360","2008","Shooter","Eidos Interactive",0.08,0.09,0,0.02,0.19,52,35,490,22,"Pivotal Games","M"
"4276","Mafia III","PC","2016","Action","Take-Two Interactive",0.08,0.1,0,0.02,0.19,63,29,320,881,"Hangar 13","M"
"4277","Mace Griffin: Bounty Hunter","PS2","2003","Shooter","Electronic Arts",0.09,0.07,0,0.02,0.19,62,19,830,7,"Warthog","M"
"4278","Legacy of Kain: Defiance","XB","2003","Action","Eidos Interactive",0.14,0.04,0,0.01,0.19,74,30,790,21,"Crystal Dynamics","M"
"4279","Final Fantasy XI","X360","2006","Role-Playing","Square Enix",0.17,0.01,0,0.01,0.19,66,25,650,33,"Square Enix","T"
"4280","Peter Jackson's King Kong: The Official Game of the Movie","PSP","2005","Action","Ubisoft",0.16,0.01,0,0.02,0.19,56,10,640,22,"Phoenix Games Studio","T"
"4281","Fighter Within","XOne","2013","Fighting","Ubisoft",0.11,0.07,0,0.02,0.19,23,39,300,211,"Ubisoft","T"
"4282","Aliens versus Predator: Extinction","PS2","2003","Strategy","Electronic Arts",0.09,0.07,0,0.02,0.19,66,17,840,30,"Zono Inc.","T"
"4283","Shrek: Forever After","PS3","2010","Platform","Activision",0.16,0.02,0,0.02,0.19,57,11,450,6,"Xpec","E10+"
"4284","X-Men Origins: Wolverine","PSP","2009","Action","Activision",0.13,0.03,0,0.03,0.19,60,6,750,12,"Griptonite Games","T"
"4285","NHL Hitz Pro","PS2","2003","Sports","Midway Games",0.09,0.07,0,0.02,0.19,79,23,890,13,"Next Level Games","E"
"4286","Space Invaders Extreme 2","DS","2009","Shooter","Square Enix",0.17,0.01,0,0.01,0.19,82,38,710,8,"Taito Corporation","E"
"4287","Need for Speed: The Run","3DS","2011","Action","Electronic Arts",0.09,0.09,0,0.02,0.19,65,9,600,26,"Firebrand Games","E10+"
